id,name,grade,enhancement,maximum,minimum,price,count
10125," Rosar Shield",1,19,620000000,540000000,580000000,0
10125," Rosar Shield",1,20,3620000000,3120000000,3370000000,1
10138," Nouver Shield",3,0,134000000,116000000,125000000,0
10138," Nouver Shield",3,8,144000000,124000000,134000000,1
10138," Nouver Shield",3,11,144000000,124000000,134000000,0
10138," Nouver Shield",3,13,151000000,131000000,141000000,0
10138," Nouver Shield",3,14,213000000,185000000,199000000,0
10138," Nouver Shield",3,15,330000000,284000000,307000000,0
10138," Nouver Shield",3,16,545000000,472000000,510000000,1
10138," Nouver Shield",3,17,620000000,540000000,580000000,3
10138," Nouver Shield",3,18,735000000,635000000,685000000,2
10138," Nouver Shield",3,19,2030000000,1750000000,1890000000,8
10138," Nouver Shield",3,20,22100000000,19100000000,20600000000,1
10140," Kutum Shield",3,0,136000000,118000000,127000000,4
10140," Kutum Shield",3,8,199000000,173000000,186000000,1
10140," Kutum Shield",3,11,241000000,209000000,225000000,1
10140," Kutum Shield",3,13,309000000,267000000,288000000,0
10140," Kutum Shield",3,14,381000000,329000000,355000000,0
10140," Kutum Shield",3,15,476000000,410000000,443000000,0
10140," Kutum Shield",3,16,486000000,420000000,453000000,1
10140," Kutum Shield",3,17,496000000,428000000,462000000,1
10140," Kutum Shield",3,18,755000000,655000000,705000000,2
10140," Kutum Shield",3,19,2060000000,1780000000,1920000000,9
10140," Kutum Shield",3,20,27100000000,23500000000,25300000000,2
10203," Elsh Longbow",1,0,12900,11100,12000,0
10203," Elsh Longbow",1,8,4530000,3910000,4220000,0
10203," Elsh Longbow",1,11,7700000,6700000,7200000,0
10203," Elsh Longbow",1,13,19700000,17100000,18400000,0
10203," Elsh Longbow",1,16,36400000,31400000,33900000,0
10203," Elsh Longbow",1,17,41000000,35400000,38200000,0
10203," Elsh Longbow",1,18,118000000,102000000,110000000,0
10203," Elsh Longbow",1,19,285000000,247000000,266000000,0
10203," Elsh Longbow",1,20,730000000,630000000,680000000,0
10205," Azwell Longbow",1,0,19700,17500,18400,0
10205," Azwell Longbow",1,8,2740000,2360000,2550000,0
10205," Azwell Longbow",1,11,6600000,5700000,6150000,0
10205," Azwell Longbow",1,13,14000000,12200000,13100000,0
10205," Azwell Longbow",1,16,24200000,21000000,22600000,0
10205," Azwell Longbow",1,17,36000000,31000000,33500000,0
10205," Azwell Longbow",1,18,81500000,70500000,76000000,0
10205," Azwell Longbow",1,19,273000000,235000000,254000000,0
10205," Azwell Longbow",1,20,730000000,630000000,680000000,0
10206," Ain Longbow",1,0,237000,205000,221000,0
10206," Ain Longbow",1,8,2200000,1900000,2050000,0
10206," Ain Longbow",1,11,5150000,4450000,4810000,0
10206," Ain Longbow",1,13,8600000,7400000,8000000,0
10206," Ain Longbow",1,16,32700000,28300000,30500000,0
10206," Ain Longbow",1,17,61500000,53500000,57500000,0
10206," Ain Longbow",1,18,113000000,98500000,106000000,0
10206," Ain Longbow",1,19,344000000,296000000,320000000,0
10206," Ain Longbow",1,20,730000000,630000000,680000000,0
10207," Seleth Longbow",1,0,231000,214000,231000,0
10207," Seleth Longbow",1,8,1960000,1700000,1830000,0
10207," Seleth Longbow",1,11,2790000,2410000,2600000,0
10207," Seleth Longbow",1,13,5350000,4630000,5000000,0
10207," Seleth Longbow",1,16,24500000,21100000,22800000,0
10207," Seleth Longbow",1,17,39500000,34100000,36800000,0
10207," Seleth Longbow",1,18,70500000,61500000,66000000,0
10207," Seleth Longbow",1,19,344000000,296000000,320000000,0
10207," Seleth Longbow",1,20,730000000,630000000,680000000,0
10209," Liverto Longbow",2,0,5100000,4410000,4760000,2
10209," Liverto Longbow",2,8,6050000,5250000,5650000,0
10209," Liverto Longbow",2,11,6050000,5250000,5650000,0
10209," Liverto Longbow",2,13,6200000,5400000,5800000,0
10209," Liverto Longbow",2,14,10200000,8850000,9550000,0
10209," Liverto Longbow",2,15,13900000,12100000,13000000,2
10209," Liverto Longbow",2,16,42500000,36700000,39600000,0
10209," Liverto Longbow",2,17,52000000,44900000,48500000,0
10209," Liverto Longbow",2,18,130000000,112000000,121000000,0
10209," Liverto Longbow",2,19,585000000,505000000,545000000,0
10209," Liverto Longbow",2,20,6000000000,5200000000,5600000000,0
10210," Kzarka Longbow",3,0,156000000,136000000,146000000,1
10210," Kzarka Longbow",3,8,168000000,146000000,157000000,1
10210," Kzarka Longbow",3,11,168000000,146000000,157000000,0
10210," Kzarka Longbow",3,13,168000000,146000000,157000000,0
10210," Kzarka Longbow",3,14,194000000,168000000,181000000,0
10210," Kzarka Longbow",3,15,194000000,168000000,181000000,0
10210," Kzarka Longbow",3,16,208000000,180000000,194000000,0
10210," Kzarka Longbow",3,17,575000000,495000000,535000000,1
10210," Kzarka Longbow",3,18,610000000,530000000,570000000,0
10210," Kzarka Longbow",3,19,1920000000,1660000000,1790000000,4
10210," Kzarka Longbow",3,20,26200000000,22600000000,24400000000,0
10212," Kalis Longbow",1,0,260000,241000,260000,0
10212," Kalis Longbow",1,8,1910000,1650000,1780000,5
10212," Kalis Longbow",1,11,2670000,2310000,2490000,0
10212," Kalis Longbow",1,13,5550000,4810000,5200000,0
10212," Kalis Longbow",1,16,44100000,38100000,41100000,0
10212," Kalis Longbow",1,17,75000000,65000000,70000000,0
10212," Kalis Longbow",1,18,138000000,120000000,129000000,0
10212," Kalis Longbow",1,19,341000000,295000000,318000000,0
10212," Kalis Longbow",1,20,780000000,680000000,730000000,0
10213," Bares Longbow",1,0,79000,68000,73500,20
10213," Bares Longbow",1,8,1970000,1710000,1840000,10
10213," Bares Longbow",1,11,2500000,2160000,2330000,0
10213," Bares Longbow",1,13,5250000,4540000,4900000,0
10213," Bares Longbow",1,16,40700000,35100000,37900000,0
10213," Bares Longbow",1,17,72500000,62500000,67500000,0
10213," Bares Longbow",1,18,86000000,74000000,80000000,0
10213," Bares Longbow",1,19,366000000,316000000,341000000,0
10213," Bares Longbow",1,20,725000000,625000000,675000000,0
10214," Yuria Longbow",1,0,315000,292000,315000,0
10214," Yuria Longbow",1,8,1810000,1570000,1690000,6
10214," Yuria Longbow",1,11,2460000,2120000,2290000,1
10214," Yuria Longbow",1,13,4960000,4280000,4620000,1
10214," Yuria Longbow",1,16,49200000,42400000,45800000,1
10214," Yuria Longbow",1,17,90000000,78000000,84000000,0
10214," Yuria Longbow",1,18,155000000,135000000,145000000,0
10214," Yuria Longbow",1,19,215000000,185000000,200000000,0
10214," Yuria Longbow",1,20,835000000,725000000,780000000,0
10256," Krea Longbow",1,0,39400,34200,36700,0
10256," Krea Longbow",1,8,1880000,1620000,1750000,0
10256," Krea Longbow",1,11,2660000,2300000,2480000,0
10256," Krea Longbow",1,13,5850000,5050000,5450000,0
10256," Krea Longbow",1,16,34000000,29400000,31700000,0
10256," Krea Longbow",1,17,40700000,35100000,37900000,0
10256," Krea Longbow",1,18,90500000,78500000,84500000,0
10256," Krea Longbow",1,19,217000000,187000000,202000000,0
10256," Krea Longbow",1,20,730000000,630000000,680000000,0
10257," Rosar Longbow",1,0,94500,81500,88000,0
10257," Rosar Longbow",1,8,1850000,1610000,1730000,4
10257," Rosar Longbow",1,11,2620000,2260000,2440000,5
10257," Rosar Longbow",1,13,6050000,5250000,5650000,0
10257," Rosar Longbow",1,16,44200000,38200000,41200000,0
10257," Rosar Longbow",1,17,72500000,62500000,67500000,0
10257," Rosar Longbow",1,18,133000000,115000000,124000000,0
10257," Rosar Longbow",1,19,337000000,291000000,314000000,0
10257," Rosar Longbow",1,20,730000000,630000000,680000000,0
10271," Styd Longbow",1,0,21700,18700,20200,0
10272," Ultimate Styd Longbow",2,0,16200,14100,15100,0
10286," Offin Tett's Radiant Longbow",3,0,256000000,222000000,239000000,0
10286," Offin Tett's Radiant Longbow",3,8,267000000,245000000,264000000,1
10286," Offin Tett's Radiant Longbow",3,11,312000000,279000000,301000000,0
10286," Offin Tett's Radiant Longbow",3,13,411000000,358000000,387000000,0
10286," Offin Tett's Radiant Longbow",3,14,498000000,461000000,498000000,0
10286," Offin Tett's Radiant Longbow",3,15,595000000,515000000,555000000,0
10286," Offin Tett's Radiant Longbow",3,16,690000000,600000000,645000000,0
10286," Offin Tett's Radiant Longbow",3,17,825000000,715000000,770000000,0
10286," Offin Tett's Radiant Longbow",3,18,965000000,835000000,900000000,0
10286," Offin Tett's Radiant Longbow",3,19,2280000000,1980000000,2130000000,2
10286," Offin Tett's Radiant Longbow",3,20,29400000000,25400000000,27400000000,1
10303," Bronze Dagger",1,0,21300,18500,19900,25
10303," Bronze Dagger",1,8,1700000,1480000,1590000,1
10303," Bronze Dagger",1,11,2510000,2170000,2340000,2
10303," Bronze Dagger",1,13,4890000,4210000,4550000,0
10303," Bronze Dagger",1,16,43600000,37600000,40600000,2
10303," Bronze Dagger",1,17,73500000,63500000,68500000,0
10303," Bronze Dagger",1,18,122000000,106000000,114000000,0
10303," Bronze Dagger",1,19,463000000,399000000,431000000,0
10303," Bronze Dagger",1,20,3220000000,2780000000,3000000000,0
10304," Steel Dagger",1,0,21800,19600,20300,1
10304," Steel Dagger",1,8,1700000,1480000,1590000,3
10304," Steel Dagger",1,11,2330000,2010000,2170000,0
10304," Steel Dagger",1,13,5950000,5150000,5550000,0
10304," Steel Dagger",1,16,40800000,35200000,38000000,4
10304," Steel Dagger",1,17,51000000,44300000,47800000,1
10304," Steel Dagger",1,18,108000000,93500000,101000000,5
10304," Steel Dagger",1,19,398000000,344000000,371000000,0
10304," Steel Dagger",1,20,805000000,695000000,750000000,0
10305," Parrying Dagger",1,0,26300,22700,24500,7
10305," Parrying Dagger",1,8,1790000,1550000,1670000,4
10305," Parrying Dagger",1,11,2550000,2210000,2380000,0
10305," Parrying Dagger",1,13,5550000,4810000,5200000,0
10305," Parrying Dagger",1,16,49800000,43000000,46400000,0
10305," Parrying Dagger",1,17,74000000,64000000,69000000,0
10305," Parrying Dagger",1,18,148000000,128000000,138000000,3
10305," Parrying Dagger",1,19,555000000,481000000,520000000,0
10305," Parrying Dagger",1,20,3810000000,3410000000,3680000000,0
10324," Krea Dagger",1,0,28900,25200,26900,40
10324," Krea Dagger",1,8,1960000,1700000,1830000,0
10324," Krea Dagger",1,11,2580000,2220000,2400000,0
10324," Krea Dagger",1,13,5450000,4720000,5100000,1
10324," Krea Dagger",1,16,45500000,39300000,42400000,0
10324," Krea Dagger",1,17,70500000,61500000,66000000,0
10324," Krea Dagger",1,18,136000000,118000000,127000000,0
10324," Krea Dagger",1,19,705000000,615000000,660000000,0
10324," Krea Dagger",1,20,1130000000,985000000,1060000000,0
10325," Rosar Dagger",1,0,37300,32100,34700,5
10325," Rosar Dagger",1,8,1900000,1640000,1770000,12
10325," Rosar Dagger",1,11,2520000,2180000,2350000,0
10325," Rosar Dagger",1,13,5100000,4400000,4750000,0
10325," Rosar Dagger",1,16,48200000,41600000,44900000,0
10325," Rosar Dagger",1,17,79500000,68500000,74000000,0
10325," Rosar Dagger",1,18,187000000,161000000,174000000,0
10325," Rosar Dagger",1,19,620000000,540000000,580000000,0
10325," Rosar Dagger",1,20,3620000000,3120000000,3370000000,0
10338," Nouver Dagger",3,0,134000000,116000000,125000000,0
10338," Nouver Dagger",3,8,144000000,124000000,134000000,0
10338," Nouver Dagger",3,11,144000000,124000000,134000000,0
10338," Nouver Dagger",3,13,151000000,131000000,141000000,0
10338," Nouver Dagger",3,14,213000000,185000000,199000000,0
10338," Nouver Dagger",3,15,330000000,284000000,307000000,0
10338," Nouver Dagger",3,16,545000000,472000000,510000000,6
10338," Nouver Dagger",3,17,620000000,540000000,580000000,5
10338," Nouver Dagger",3,18,735000000,635000000,685000000,3
10338," Nouver Dagger",3,19,2030000000,1750000000,1890000000,6
10338," Nouver Dagger",3,20,22100000000,19100000000,20600000000,1
10340," Kutum Dagger",3,0,136000000,118000000,127000000,0
10340," Kutum Dagger",3,8,199000000,173000000,186000000,6
10340," Kutum Dagger",3,11,241000000,209000000,225000000,3
10340," Kutum Dagger",3,13,309000000,267000000,288000000,0
10340," Kutum Dagger",3,14,381000000,329000000,355000000,0
10340," Kutum Dagger",3,15,476000000,410000000,443000000,0
10340," Kutum Dagger",3,16,486000000,420000000,453000000,1
10340," Kutum Dagger",3,17,496000000,428000000,462000000,0
10340," Kutum Dagger",3,18,755000000,655000000,705000000,4
10340," Kutum Dagger",3,19,2060000000,1780000000,1920000000,7
10340," Kutum Dagger",3,20,27100000000,23500000000,25300000000,2
10403," Elsh Amulet",1,0,12900,11100,12000,0
10403," Elsh Amulet",1,8,4530000,3910000,4220000,0
10403," Elsh Amulet",1,11,7700000,6700000,7200000,0
10403," Elsh Amulet",1,13,19700000,17100000,18400000,0
10403," Elsh Amulet",1,16,36400000,31400000,33900000,0
10403," Elsh Amulet",1,17,41000000,35400000,38200000,0
10403," Elsh Amulet",1,18,118000000,102000000,110000000,0
10403," Elsh Amulet",1,19,285000000,247000000,266000000,0
10403," Elsh Amulet",1,20,730000000,630000000,680000000,0
10405," Azwell Amulet",1,0,19700,17500,18400,3
10405," Azwell Amulet",1,8,2740000,2360000,2550000,0
10405," Azwell Amulet",1,11,6600000,5700000,6150000,1
10405," Azwell Amulet",1,13,14000000,12200000,13100000,0
10405," Azwell Amulet",1,16,24200000,21000000,22600000,0
10405," Azwell Amulet",1,17,36000000,31000000,33500000,0
10405," Azwell Amulet",1,18,81500000,70500000,76000000,0
10405," Azwell Amulet",1,19,273000000,235000000,254000000,0
10405," Azwell Amulet",1,20,730000000,630000000,680000000,0
10406," Ain Amulet",1,0,237000,205000,221000,0
10406," Ain Amulet",1,8,2200000,1900000,2050000,0
10406," Ain Amulet",1,11,5150000,4450000,4810000,0
10406," Ain Amulet",1,13,8600000,7400000,8000000,0
10406," Ain Amulet",1,16,32700000,28300000,30500000,0
10406," Ain Amulet",1,17,61500000,53500000,57500000,0
10406," Ain Amulet",1,18,113000000,98500000,106000000,0
10406," Ain Amulet",1,19,344000000,296000000,320000000,0
10406," Ain Amulet",1,20,730000000,630000000,680000000,0
10407," Seleth Amulet",1,0,231000,214000,231000,0
10407," Seleth Amulet",1,8,1960000,1700000,1830000,1
10407," Seleth Amulet",1,11,2790000,2410000,2600000,0
10407," Seleth Amulet",1,13,5350000,4630000,5000000,1
10407," Seleth Amulet",1,16,24500000,21100000,22800000,0
10407," Seleth Amulet",1,17,39500000,34100000,36800000,0
10407," Seleth Amulet",1,18,70500000,61500000,66000000,0
10407," Seleth Amulet",1,19,344000000,296000000,320000000,0
10407," Seleth Amulet",1,20,730000000,630000000,680000000,0
10409," Liverto Amulet",2,0,5100000,4410000,4760000,2
10409," Liverto Amulet",2,8,6050000,5250000,5650000,0
10409," Liverto Amulet",2,11,6050000,5250000,5650000,0
10409," Liverto Amulet",2,13,6200000,5400000,5800000,0
10409," Liverto Amulet",2,14,10200000,8850000,9550000,0
10409," Liverto Amulet",2,15,13900000,12100000,13000000,4
10409," Liverto Amulet",2,16,42500000,36700000,39600000,0
10409," Liverto Amulet",2,17,52000000,44900000,48500000,0
10409," Liverto Amulet",2,18,130000000,112000000,121000000,1
10409," Liverto Amulet",2,19,585000000,505000000,545000000,0
10409," Liverto Amulet",2,20,6000000000,5200000000,5600000000,0
10410," Kzarka Amulet",3,0,156000000,136000000,146000000,1
10410," Kzarka Amulet",3,8,168000000,146000000,157000000,0
10410," Kzarka Amulet",3,11,168000000,146000000,157000000,0
10410," Kzarka Amulet",3,13,168000000,146000000,157000000,0
10410," Kzarka Amulet",3,14,194000000,168000000,181000000,0
10410," Kzarka Amulet",3,15,194000000,168000000,181000000,0
10410," Kzarka Amulet",3,16,208000000,180000000,194000000,0
10410," Kzarka Amulet",3,17,575000000,495000000,535000000,2
10410," Kzarka Amulet",3,18,610000000,530000000,570000000,2
10410," Kzarka Amulet",3,19,1920000000,1660000000,1790000000,5
10410," Kzarka Amulet",3,20,26200000000,22600000000,24400000000,0
10412," Kalis Amulet",1,0,260000,241000,260000,0
10412," Kalis Amulet",1,8,1910000,1650000,1780000,5
10412," Kalis Amulet",1,11,2670000,2310000,2490000,0
10412," Kalis Amulet",1,13,5550000,4810000,5200000,1
10412," Kalis Amulet",1,16,44100000,38100000,41100000,0
10412," Kalis Amulet",1,17,75000000,65000000,70000000,0
10412," Kalis Amulet",1,18,138000000,120000000,129000000,0
10412," Kalis Amulet",1,19,341000000,295000000,318000000,0
10412," Kalis Amulet",1,20,780000000,680000000,730000000,0
10413," Bares Amulet",1,0,79000,68000,73500,8
10413," Bares Amulet",1,8,1970000,1710000,1840000,9
10413," Bares Amulet",1,11,2500000,2160000,2330000,0
10413," Bares Amulet",1,13,5250000,4540000,4900000,0
10413," Bares Amulet",1,16,40700000,35100000,37900000,0
10413," Bares Amulet",1,17,72500000,62500000,67500000,0
10413," Bares Amulet",1,18,86000000,74000000,80000000,1
10413," Bares Amulet",1,19,366000000,316000000,341000000,0
10413," Bares Amulet",1,20,725000000,625000000,675000000,0
10414," Yuria Amulet",1,0,315000,292000,315000,0
10414," Yuria Amulet",1,8,1810000,1570000,1690000,4
10414," Yuria Amulet",1,11,2460000,2120000,2290000,0
10414," Yuria Amulet",1,13,4960000,4280000,4620000,0
10414," Yuria Amulet",1,16,49200000,42400000,45800000,0
10414," Yuria Amulet",1,17,90000000,78000000,84000000,0
10414," Yuria Amulet",1,18,155000000,135000000,145000000,1
10414," Yuria Amulet",1,19,215000000,185000000,200000000,0
10414," Yuria Amulet",1,20,835000000,725000000,780000000,0
10456," Krea Amulet",1,0,39400,34200,36700,0
10456," Krea Amulet",1,8,1880000,1620000,1750000,1
10456," Krea Amulet",1,11,2660000,2300000,2480000,0
10456," Krea Amulet",1,13,5850000,5050000,5450000,0
10456," Krea Amulet",1,16,34000000,29400000,31700000,0
10456," Krea Amulet",1,17,40700000,35100000,37900000,0
10456," Krea Amulet",1,18,90500000,78500000,84500000,0
10456," Krea Amulet",1,19,217000000,187000000,202000000,0
10456," Krea Amulet",1,20,730000000,630000000,680000000,0
10457," Rosar Amulet",1,0,94500,81500,88000,0
10457," Rosar Amulet",1,8,1850000,1610000,1730000,12
10457," Rosar Amulet",1,11,2620000,2260000,2440000,0
10457," Rosar Amulet",1,13,6050000,5250000,5650000,0
10457," Rosar Amulet",1,16,44200000,38200000,41200000,0
10457," Rosar Amulet",1,17,72500000,62500000,67500000,1
10457," Rosar Amulet",1,18,133000000,115000000,124000000,0
10457," Rosar Amulet",1,19,337000000,291000000,314000000,0
10457," Rosar Amulet",1,20,730000000,630000000,680000000,0
10471," Styd Amulet",1,0,21700,18700,20200,3
10472," Ultimate Styd Amulet",2,0,16200,14100,15100,0
10486," Offin Tett's Radiant Amulet",3,0,256000000,222000000,239000000,2
10486," Offin Tett's Radiant Amulet",3,8,267000000,245000000,264000000,0
10486," Offin Tett's Radiant Amulet",3,11,312000000,279000000,301000000,0
10486," Offin Tett's Radiant Amulet",3,13,411000000,358000000,387000000,0
10486," Offin Tett's Radiant Amulet",3,14,498000000,461000000,498000000,0
10486," Offin Tett's Radiant Amulet",3,15,595000000,515000000,555000000,0
10486," Offin Tett's Radiant Amulet",3,16,690000000,600000000,645000000,2
10486," Offin Tett's Radiant Amulet",3,17,825000000,715000000,770000000,6
10486," Offin Tett's Radiant Amulet",3,18,965000000,835000000,900000000,1
10486," Offin Tett's Radiant Amulet",3,19,2280000000,1980000000,2130000000,4
10486," Offin Tett's Radiant Amulet",3,20,29400000000,25400000000,27400000000,2
10503," Helrick Talisman",1,0,21300,18500,19900,1
10503," Helrick Talisman",1,8,1700000,1480000,1590000,0
10503," Helrick Talisman",1,11,2510000,2170000,2340000,0
10503," Helrick Talisman",1,13,4890000,4210000,4550000,0
10503," Helrick Talisman",1,16,43600000,37600000,40600000,0
10503," Helrick Talisman",1,17,73500000,63500000,68500000,0
10503," Helrick Talisman",1,18,122000000,106000000,114000000,0
10503," Helrick Talisman",1,19,463000000,399000000,431000000,0
10503," Helrick Talisman",1,20,3220000000,2780000000,3000000000,0
10504," Jubre Talisman",1,0,21800,19600,20300,19
10504," Jubre Talisman",1,8,1700000,1480000,1590000,0
10504," Jubre Talisman",1,11,2330000,2010000,2170000,0
10504," Jubre Talisman",1,13,5950000,5150000,5550000,0
10504," Jubre Talisman",1,16,40800000,35200000,38000000,0
10504," Jubre Talisman",1,17,51000000,44300000,47800000,0
10504," Jubre Talisman",1,18,108000000,93500000,101000000,0
10504," Jubre Talisman",1,19,398000000,344000000,371000000,0
10504," Jubre Talisman",1,20,805000000,695000000,750000000,0
10505," Rhik Talisman",1,0,26300,22700,24500,0
10505," Rhik Talisman",1,8,1790000,1550000,1670000,0
10505," Rhik Talisman",1,11,2550000,2210000,2380000,0
10505," Rhik Talisman",1,13,5550000,4810000,5200000,0
10505," Rhik Talisman",1,16,49800000,43000000,46400000,0
10505," Rhik Talisman",1,17,74000000,64000000,69000000,0
10505," Rhik Talisman",1,18,148000000,128000000,138000000,0
10505," Rhik Talisman",1,19,555000000,481000000,520000000,0
10505," Rhik Talisman",1,20,3810000000,3410000000,3680000000,0
10524," Krea Talisman",1,0,28900,25200,26900,13
10524," Krea Talisman",1,8,1960000,1700000,1830000,3
10524," Krea Talisman",1,11,2580000,2220000,2400000,0
10524," Krea Talisman",1,13,5450000,4720000,5100000,0
10524," Krea Talisman",1,16,45500000,39300000,42400000,0
10524," Krea Talisman",1,17,70500000,61500000,66000000,0
10524," Krea Talisman",1,18,136000000,118000000,127000000,0
10524," Krea Talisman",1,19,705000000,615000000,660000000,0
10524," Krea Talisman",1,20,1130000000,985000000,1060000000,0
10525," Rosar Talisman",1,0,37300,32100,34700,53
10525," Rosar Talisman",1,8,1900000,1640000,1770000,35
10525," Rosar Talisman",1,11,2520000,2180000,2350000,4
10525," Rosar Talisman",1,13,5100000,4400000,4750000,0
10525," Rosar Talisman",1,16,48200000,41600000,44900000,1
10525," Rosar Talisman",1,17,79500000,68500000,74000000,0
10525," Rosar Talisman",1,18,187000000,161000000,174000000,0
10525," Rosar Talisman",1,19,620000000,540000000,580000000,0
10525," Rosar Talisman",1,20,3620000000,3120000000,3370000000,0
10538," Nouver Talisman",3,0,134000000,116000000,125000000,2
10538," Nouver Talisman",3,8,144000000,124000000,134000000,0
10538," Nouver Talisman",3,11,144000000,124000000,134000000,0
10538," Nouver Talisman",3,13,151000000,131000000,141000000,0
10538," Nouver Talisman",3,14,213000000,185000000,199000000,0
10538," Nouver Talisman",3,15,330000000,284000000,307000000,0
10538," Nouver Talisman",3,16,545000000,472000000,510000000,0
10538," Nouver Talisman",3,17,620000000,540000000,580000000,3
10538," Nouver Talisman",3,18,735000000,635000000,685000000,0
10538," Nouver Talisman",3,19,2030000000,1750000000,1890000000,6
10538," Nouver Talisman",3,20,22100000000,19100000000,20600000000,0
10540," Kutum Talisman",3,0,136000000,118000000,127000000,1
10540," Kutum Talisman",3,8,199000000,173000000,186000000,2
10540," Kutum Talisman",3,11,241000000,209000000,225000000,0
10540," Kutum Talisman",3,13,309000000,267000000,288000000,0
10540," Kutum Talisman",3,14,381000000,329000000,355000000,1
10540," Kutum Talisman",3,15,476000000,410000000,443000000,0
10540," Kutum Talisman",3,16,486000000,420000000,453000000,2
10540," Kutum Talisman",3,17,496000000,428000000,462000000,3
10540," Kutum Talisman",3,18,755000000,655000000,705000000,1
10540," Kutum Talisman",3,19,2060000000,1780000000,1920000000,2
10540," Kutum Talisman",3,20,27100000000,23500000000,25300000000,1
10603," Elsh Axe",1,0,12900,11100,12000,1
10603," Elsh Axe",1,8,4530000,3910000,4220000,0
10603," Elsh Axe",1,11,7700000,6700000,7200000,0
10603," Elsh Axe",1,13,19700000,17100000,18400000,0
10603," Elsh Axe",1,16,36400000,31400000,33900000,0
10603," Elsh Axe",1,17,41000000,35400000,38200000,0
10603," Elsh Axe",1,18,118000000,102000000,110000000,0
10603," Elsh Axe",1,19,285000000,247000000,266000000,0
10603," Elsh Axe",1,20,730000000,630000000,680000000,0
10605," Azwell Axe",1,0,19700,17500,18400,4
10605," Azwell Axe",1,8,2740000,2360000,2550000,0
10605," Azwell Axe",1,11,6600000,5700000,6150000,0
10605," Azwell Axe",1,13,14000000,12200000,13100000,0
10605," Azwell Axe",1,16,24200000,21000000,22600000,0
10605," Azwell Axe",1,17,36000000,31000000,33500000,0
10605," Azwell Axe",1,18,81500000,70500000,76000000,0
10605," Azwell Axe",1,19,273000000,235000000,254000000,0
10605," Azwell Axe",1,20,730000000,630000000,680000000,0
10606," Ain Axe",1,0,237000,205000,221000,0
10606," Ain Axe",1,8,2200000,1900000,2050000,0
10606," Ain Axe",1,11,5150000,4450000,4810000,0
10606," Ain Axe",1,13,8600000,7400000,8000000,0
10606," Ain Axe",1,16,32700000,28300000,30500000,0
10606," Ain Axe",1,17,61500000,53500000,57500000,0
10606," Ain Axe",1,18,113000000,98500000,106000000,0
10606," Ain Axe",1,19,344000000,296000000,320000000,0
10606," Ain Axe",1,20,730000000,630000000,680000000,0
10607," Seleth Axe",1,0,231000,214000,231000,0
10607," Seleth Axe",1,8,1960000,1700000,1830000,2
10607," Seleth Axe",1,11,2790000,2410000,2600000,4
10607," Seleth Axe",1,13,5350000,4630000,5000000,1
10607," Seleth Axe",1,16,24500000,21100000,22800000,0
10607," Seleth Axe",1,17,39500000,34100000,36800000,0
10607," Seleth Axe",1,18,70500000,61500000,66000000,0
10607," Seleth Axe",1,19,344000000,296000000,320000000,0
10607," Seleth Axe",1,20,730000000,630000000,680000000,0
10609," Liverto Axe",2,0,5100000,4410000,4760000,1
10609," Liverto Axe",2,8,6050000,5250000,5650000,0
10609," Liverto Axe",2,11,6050000,5250000,5650000,0
10609," Liverto Axe",2,13,6200000,5400000,5800000,0
10609," Liverto Axe",2,14,10200000,8850000,9550000,0
10609," Liverto Axe",2,15,13900000,12100000,13000000,1
10609," Liverto Axe",2,16,42500000,36700000,39600000,1
10609," Liverto Axe",2,17,52000000,44900000,48500000,0
10609," Liverto Axe",2,18,130000000,112000000,121000000,3
10609," Liverto Axe",2,19,585000000,505000000,545000000,0
10609," Liverto Axe",2,20,6000000000,5200000000,5600000000,0
10610," Kzarka Axe",3,0,156000000,136000000,146000000,2
10610," Kzarka Axe",3,8,168000000,146000000,157000000,0
10610," Kzarka Axe",3,11,168000000,146000000,157000000,0
10610," Kzarka Axe",3,13,168000000,146000000,157000000,0
10610," Kzarka Axe",3,14,194000000,168000000,181000000,0
10610," Kzarka Axe",3,15,194000000,168000000,181000000,0
10610," Kzarka Axe",3,16,208000000,180000000,194000000,0
10610," Kzarka Axe",3,17,575000000,495000000,535000000,0
10610," Kzarka Axe",3,18,610000000,530000000,570000000,1
10610," Kzarka Axe",3,19,1920000000,1660000000,1790000000,3
10610," Kzarka Axe",3,20,26200000000,22600000000,24400000000,0
10612," Kalis Axe",1,0,260000,241000,260000,0
10612," Kalis Axe",1,8,1910000,1650000,1780000,14
10612," Kalis Axe",1,11,2670000,2310000,2490000,0
10612," Kalis Axe",1,13,5550000,4810000,5200000,0
10612," Kalis Axe",1,16,44100000,38100000,41100000,0
10612," Kalis Axe",1,17,75000000,65000000,70000000,0
10612," Kalis Axe",1,18,138000000,120000000,129000000,0
10612," Kalis Axe",1,19,341000000,295000000,318000000,0
10612," Kalis Axe",1,20,780000000,680000000,730000000,0
10613," Bares Axe",1,0,79000,68000,73500,18
10613," Bares Axe",1,8,1970000,1710000,1840000,11
10613," Bares Axe",1,11,2500000,2160000,2330000,1
10613," Bares Axe",1,13,5250000,4540000,4900000,0
10613," Bares Axe",1,16,40700000,35100000,37900000,0
10613," Bares Axe",1,17,72500000,62500000,67500000,0
10613," Bares Axe",1,18,86000000,74000000,80000000,0
10613," Bares Axe",1,19,366000000,316000000,341000000,0
10613," Bares Axe",1,20,725000000,625000000,675000000,0
