id,name,grade,enhancement,maximum,minimum,price,count
10606," Machado Anti-Humanoide",1,18,113000000,98500000,106000000,0
10606," Machado Anti-Humanoide",1,19,344000000,296000000,320000000,0
10606," Machado Anti-Humanoide",1,20,730000000,630000000,680000000,0
10607," Machado Seleth",1,0,231000,214000,231000,0
10607," Machado Seleth",1,8,2070000,1790000,1930000,5
10607," Machado Seleth",1,11,2790000,2410000,2600000,1
10607," Machado Seleth",1,13,5000000,4340000,4690000,0
10607," Machado Seleth",1,16,24700000,21300000,23000000,0
10607," Machado Seleth",1,17,39500000,34100000,36800000,0
10607," Machado Seleth",1,18,70500000,61500000,66000000,0
10607," Machado Seleth",1,19,344000000,296000000,320000000,0
10607," Machado Seleth",1,20,730000000,630000000,680000000,0
10609," Machado Liverto",2,0,4470000,3850000,4160000,11
10609," Machado Liverto",2,8,6050000,5250000,5650000,0
10609," Machado Liverto",2,11,6050000,5250000,5650000,0
10609," Machado Liverto",2,13,6150000,5350000,5750000,0
10609," Machado Liverto",2,14,10200000,8850000,9550000,0
10609," Machado Liverto",2,15,14500000,12500000,13500000,0
10609," Machado Liverto",2,16,44600000,38400000,41500000,1
10609," Machado Liverto",2,17,54000000,46800000,50500000,1
10609," Machado Liverto",2,18,141000000,123000000,132000000,1
10609," Machado Liverto",2,19,610000000,530000000,570000000,0
10609," Machado Liverto",2,20,6000000000,5200000000,5600000000,0
10610," Machado Kzarka",3,0,146000000,126000000,136000000,0
10610," Machado Kzarka",3,8,168000000,146000000,157000000,0
10610," Machado Kzarka",3,11,168000000,146000000,157000000,0
10610," Machado Kzarka",3,13,168000000,146000000,157000000,0
10610," Machado Kzarka",3,14,194000000,168000000,181000000,0
10610," Machado Kzarka",3,15,194000000,168000000,181000000,0
10610," Machado Kzarka",3,16,195000000,169000000,182000000,0
10610," Machado Kzarka",3,17,515000000,444000000,480000000,2
10610," Machado Kzarka",3,18,545000000,472000000,510000000,0
10610," Machado Kzarka",3,19,1870000000,1610000000,1740000000,2
10610," Machado Kzarka",3,20,23500000000,20300000000,21900000000,0
10612," Machado Kalis",1,0,260000,241000,260000,0
10612," Machado Kalis",1,8,2090000,1810000,1950000,1
10612," Machado Kalis",1,11,2670000,2310000,2490000,0
10612," Machado Kalis",1,13,5850000,5050000,5450000,3
10612," Machado Kalis",1,16,45300000,39100000,42200000,0
10612," Machado Kalis",1,17,80500000,69500000,75000000,0
10612," Machado Kalis",1,18,138000000,120000000,129000000,0
10612," Machado Kalis",1,19,341000000,295000000,318000000,0
10612," Machado Kalis",1,20,780000000,680000000,730000000,0
10613," Machado Bares",1,0,126000,110000,118000,3
10613," Machado Bares",1,8,1940000,1680000,1810000,5
10613," Machado Bares",1,11,2870000,2470000,2670000,2
10613," Machado Bares",1,13,5750000,4950000,5350000,0
10613," Machado Bares",1,16,42500000,36700000,39600000,0
10613," Machado Bares",1,17,72500000,62500000,67500000,0
10613," Machado Bares",1,18,92000000,80000000,86000000,0
10613," Machado Bares",1,19,366000000,316000000,341000000,0
10613," Machado Bares",1,20,725000000,625000000,675000000,0
10614," Machado Yuria",1,0,315000,292000,315000,1
10614," Machado Yuria",1,8,1970000,1710000,1840000,2
10614," Machado Yuria",1,11,2670000,2310000,2490000,1
10614," Machado Yuria",1,13,5050000,4390000,4740000,1
10614," Machado Yuria",1,16,49200000,42400000,45800000,0
10614," Machado Yuria",1,17,93500000,80500000,87000000,1
10614," Machado Yuria",1,18,140000000,122000000,131000000,0
10614," Machado Yuria",1,19,215000000,185000000,200000000,0
10614," Machado Yuria",1,20,835000000,725000000,780000000,0
10656," Machado Krea",1,0,44100,38100,41100,7
10656," Machado Krea",1,8,1960000,1700000,1830000,0
10656," Machado Krea",1,11,2770000,2390000,2580000,0
10656," Machado Krea",1,13,6100000,5300000,5700000,0
10656," Machado Krea",1,16,34000000,29400000,31700000,0
10656," Machado Krea",1,17,40700000,35100000,37900000,0
10656," Machado Krea",1,18,90500000,78500000,84500000,0
10656," Machado Krea",1,19,217000000,187000000,202000000,0
10656," Machado Krea",1,20,730000000,630000000,680000000,0
10657," Machado Rosar",1,0,117000,101000,109000,10
10657," Machado Rosar",1,8,1960000,1700000,1830000,0
10657," Machado Rosar",1,11,2970000,2570000,2770000,2
10657," Machado Rosar",1,13,7400000,6400000,6900000,1
10657," Machado Rosar",1,16,44200000,38200000,41200000,0
10657," Machado Rosar",1,17,75000000,65000000,70000000,0
10657," Machado Rosar",1,18,139000000,121000000,130000000,1
10657," Machado Rosar",1,19,337000000,291000000,314000000,0
10657," Machado Rosar",1,20,730000000,630000000,680000000,0
10671," Machado Styd",1,0,22600,19600,21100,0
10672," Machado Styd Supremo",2,0,16000,14100,14900,0
10686," Machado Iluminado de Offin Tett",3,0,225000000,195000000,210000000,0
10686," Machado Iluminado de Offin Tett",3,8,267000000,245000000,264000000,1
10686," Machado Iluminado de Offin Tett",3,11,299000000,259000000,279000000,0
10686," Machado Iluminado de Offin Tett",3,13,411000000,356000000,384000000,0
10686," Machado Iluminado de Offin Tett",3,14,498000000,461000000,498000000,0
10686," Machado Iluminado de Offin Tett",3,15,595000000,515000000,555000000,0
10686," Machado Iluminado de Offin Tett",3,16,645000000,555000000,600000000,1
10686," Machado Iluminado de Offin Tett",3,17,790000000,680000000,735000000,0
10686," Machado Iluminado de Offin Tett",3,18,895000000,775000000,835000000,1
10686," Machado Iluminado de Offin Tett",3,19,2160000000,1860000000,2010000000,1
10686," Machado Iluminado de Offin Tett",3,20,27000000000,23400000000,25200000000,1
10703," Nó Ornamental Saiyer",1,0,18500,16700,17300,0
10703," Nó Ornamental Saiyer",1,8,1810000,1570000,1690000,0
10703," Nó Ornamental Saiyer",1,11,2820000,2440000,2630000,0
10703," Nó Ornamental Saiyer",1,13,4890000,4210000,4550000,0
10703," Nó Ornamental Saiyer",1,16,45400000,39200000,42300000,0
10703," Nó Ornamental Saiyer",1,17,72000000,62000000,67000000,1
10703," Nó Ornamental Saiyer",1,18,118000000,102000000,110000000,0
10703," Nó Ornamental Saiyer",1,19,483000000,417000000,450000000,0
10703," Nó Ornamental Saiyer",1,20,3220000000,2780000000,3000000000,0
10704," Nó Ornamental de Oros",1,0,21000,19600,19600,6
10704," Nó Ornamental de Oros",1,8,1870000,1610000,1740000,4
10704," Nó Ornamental de Oros",1,11,2590000,2230000,2410000,0
10704," Nó Ornamental de Oros",1,13,6100000,5300000,5700000,0
10704," Nó Ornamental de Oros",1,16,44200000,38200000,41200000,0
10704," Nó Ornamental de Oros",1,17,50500000,43800000,47300000,3
10704," Nó Ornamental de Oros",1,18,102000000,88000000,95000000,0
10704," Nó Ornamental de Oros",1,19,398000000,344000000,371000000,0
10704," Nó Ornamental de Oros",1,20,805000000,695000000,750000000,0
10705," Nó Ornamental Theos",1,0,27300,23500,25400,70
10705," Nó Ornamental Theos",1,8,1870000,1610000,1740000,0
10705," Nó Ornamental Theos",1,11,2630000,2270000,2450000,0
10705," Nó Ornamental Theos",1,13,5350000,4630000,5000000,0
10705," Nó Ornamental Theos",1,16,49800000,43000000,46400000,0
10705," Nó Ornamental Theos",1,17,74000000,64000000,69000000,0
10705," Nó Ornamental Theos",1,18,148000000,128000000,138000000,0
10705," Nó Ornamental Theos",1,19,580000000,500000000,540000000,0
10705," Nó Ornamental Theos",1,20,3810000000,3410000000,3680000000,0
10724," Nó Ornamental Krea",1,0,27800,25200,25900,28
10724," Nó Ornamental Krea",1,8,2040000,1760000,1900000,17
10724," Nó Ornamental Krea",1,11,2690000,2330000,2510000,0
10724," Nó Ornamental Krea",1,13,5600000,4860000,5250000,0
10724," Nó Ornamental Krea",1,16,45500000,39300000,42400000,0
10724," Nó Ornamental Krea",1,17,70500000,61500000,66000000,0
10724," Nó Ornamental Krea",1,18,136000000,118000000,127000000,1
10724," Nó Ornamental Krea",1,19,660000000,570000000,615000000,0
10724," Nó Ornamental Krea",1,20,1210000000,1050000000,1130000000,0
10725," Nó Ornamental Rosar",1,0,49500,42700,46100,8
10725," Nó Ornamental Rosar",1,8,1980000,1720000,1850000,0
10725," Nó Ornamental Rosar",1,11,2610000,2250000,2430000,1
10725," Nó Ornamental Rosar",1,13,5350000,4610000,4980000,0
10725," Nó Ornamental Rosar",1,16,48200000,41600000,44900000,0
10725," Nó Ornamental Rosar",1,17,79500000,68500000,74000000,0
10725," Nó Ornamental Rosar",1,18,189000000,163000000,176000000,0
10725," Nó Ornamental Rosar",1,19,620000000,540000000,580000000,0
10725," Nó Ornamental Rosar",1,20,3620000000,3120000000,3370000000,0
10738," Nó Ornamental Nouver",3,0,142000000,124000000,133000000,1
10738," Nó Ornamental Nouver",3,8,146000000,126000000,136000000,2
10738," Nó Ornamental Nouver",3,11,150000000,130000000,140000000,0
10738," Nó Ornamental Nouver",3,13,151000000,131000000,141000000,0
10738," Nó Ornamental Nouver",3,14,210000000,182000000,196000000,0
10738," Nó Ornamental Nouver",3,15,330000000,284000000,307000000,0
10738," Nó Ornamental Nouver",3,16,494000000,426000000,460000000,3
10738," Nó Ornamental Nouver",3,17,630000000,550000000,590000000,1
10738," Nó Ornamental Nouver",3,18,680000000,590000000,635000000,0
10738," Nó Ornamental Nouver",3,19,1830000000,1590000000,1710000000,2
10738," Nó Ornamental Nouver",3,20,22000000000,19000000000,20500000000,1
10740," Nó Ornamental Kutum",3,0,146000000,126000000,136000000,3
10740," Nó Ornamental Kutum",3,8,185000000,161000000,173000000,2
10740," Nó Ornamental Kutum",3,11,238000000,206000000,222000000,1
10740," Nó Ornamental Kutum",3,13,321000000,277000000,299000000,0
10740," Nó Ornamental Kutum",3,14,381000000,329000000,355000000,0
10740," Nó Ornamental Kutum",3,15,476000000,410000000,443000000,0
10740," Nó Ornamental Kutum",3,16,525000000,454000000,490000000,3
10740," Nó Ornamental Kutum",3,17,525000000,454000000,490000000,3
10740," Nó Ornamental Kutum",3,18,735000000,635000000,685000000,0
10740," Nó Ornamental Kutum",3,19,2090000000,1810000000,1950000000,0
10740," Nó Ornamental Kutum",3,20,24900000000,21500000000,23200000000,0
10809," Elmo Agerian",1,0,49100,42300,45700,14
10809," Elmo Agerian",1,6,1730000,1490000,1610000,20
10809," Elmo Agerian",1,10,4390000,3790000,4090000,5
10809," Elmo Agerian",1,13,14800000,12800000,13800000,2
10809," Elmo Agerian",1,16,40800000,35200000,38000000,0
10809," Elmo Agerian",1,17,83500000,72500000,78000000,0
10809," Elmo Agerian",1,18,105000000,91500000,98500000,0
10809," Elmo Agerian",1,19,295000000,255000000,275000000,0
10809," Elmo Agerian",1,20,890000000,770000000,830000000,0
10810," Armadura Agerian",1,0,93500,80500,87000,15
10810," Armadura Agerian",1,6,1410000,1230000,1320000,3
10810," Armadura Agerian",1,10,9850000,8900000,9600000,2
10810," Armadura Agerian",1,13,21800000,18800000,20300000,3
10810," Armadura Agerian",1,16,38900000,33500000,36200000,0
10810," Armadura Agerian",1,17,83000000,72000000,77500000,0
10810," Armadura Agerian",1,18,86500000,74500000,80500000,0
10810," Armadura Agerian",1,19,248000000,214000000,231000000,0
10810," Armadura Agerian",1,20,600000000,520000000,560000000,0
10811," Luvas Agerian",1,0,25200,21800,23500,6
10811," Luvas Agerian",1,6,1840000,1600000,1720000,4
10811," Luvas Agerian",1,10,6850000,5950000,6400000,6
10811," Luvas Agerian",1,13,16200000,14000000,15100000,4
10811," Luvas Agerian",1,16,30500000,26300000,28400000,1
10811," Luvas Agerian",1,17,50000000,43200000,46600000,0
10811," Luvas Agerian",1,18,96500000,83500000,90000000,1
10811," Luvas Agerian",1,19,305000000,263000000,284000000,0
10811," Luvas Agerian",1,20,595000000,515000000,555000000,0
10812," Sapatos Agerian",1,0,35900,30900,33400,30
10812," Sapatos Agerian",1,6,1840000,1600000,1720000,2
10812," Sapatos Agerian",1,10,6600000,5700000,6150000,14
10812," Sapatos Agerian",1,13,15600000,13600000,14600000,7
10812," Sapatos Agerian",1,16,37600000,32400000,35000000,0
10812," Sapatos Agerian",1,17,69000000,60000000,64500000,0
10812," Sapatos Agerian",1,18,101000000,87000000,94000000,0
10812," Sapatos Agerian",1,19,268000000,232000000,250000000,0
10812," Sapatos Agerian",1,20,555000000,481000000,520000000,0
10813," Elmo Taritas",1,0,53000,45700,49400,14
10813," Elmo Taritas",1,6,1810000,1570000,1690000,8
10813," Elmo Taritas",1,10,4070000,3510000,3790000,1
10813," Elmo Taritas",1,13,18700000,16100000,17400000,1
10813," Elmo Taritas",1,16,47900000,41300000,44600000,0
10813," Elmo Taritas",1,17,72000000,62000000,67000000,1
10813," Elmo Taritas",1,18,134000000,116000000,125000000,1
10813," Elmo Taritas",1,19,492000000,424000000,458000000,0
10813," Elmo Taritas",1,20,2890000000,2650000000,2860000000,0
10814," Armadura Taritas",1,0,67500,58500,63000,35
10814," Armadura Taritas",1,6,1560000,1360000,1460000,4
10814," Armadura Taritas",1,10,7750000,6750000,7250000,9
10814," Armadura Taritas",1,13,18100000,15700000,16900000,2
10814," Armadura Taritas",1,16,32300000,27900000,30100000,0
10814," Armadura Taritas",1,17,47000000,40600000,43800000,1
10814," Armadura Taritas",1,18,80000000,69000000,74500000,1
10814," Armadura Taritas",1,19,304000000,262000000,283000000,0
10814," Armadura Taritas",1,20,595000000,515000000,555000000,0
10815," Luvas Taritas",1,0,48600,42000,45300,63
10815," Luvas Taritas",1,6,1650000,1430000,1540000,10
10815," Luvas Taritas",1,10,4170000,3590000,3880000,3
10815," Luvas Taritas",1,13,13800000,12000000,12900000,5
10815," Luvas Taritas",1,16,35200000,30400000,32800000,0
10815," Luvas Taritas",1,17,51000000,44400000,47900000,1
10815," Luvas Taritas",1,18,70000000,61000000,65500000,0
10815," Luvas Taritas",1,19,403000000,347000000,375000000,0
10815," Luvas Taritas",1,20,1360000000,1180000000,1270000000,0
10816," Sapatos Taritas",1,0,33200,28600,30900,9
10816," Sapatos Taritas",1,6,1390000,1210000,1300000,2
10816," Sapatos Taritas",1,10,3820000,3300000,3560000,6
10816," Sapatos Taritas",1,13,8250000,7150000,7700000,1
10816," Sapatos Taritas",1,16,29500000,25500000,27500000,1
10816," Sapatos Taritas",1,17,31000000,26800000,28900000,0
10816," Sapatos Taritas",1,18,69000000,60000000,64500000,0
10816," Sapatos Taritas",1,19,270000000,234000000,252000000,0
10816," Sapatos Taritas",1,20,555000000,481000000,520000000,0
10817," Elmo Zereth",1,0,50000,43300,46800,29
10817," Elmo Zereth",1,6,1680000,1460000,1570000,16
10817," Elmo Zereth",1,10,4770000,4110000,4440000,3
10817," Elmo Zereth",1,13,14700000,12700000,13700000,5
10817," Elmo Zereth",1,16,42700000,36900000,39800000,0
10817," Elmo Zereth",1,17,74500000,64500000,69500000,0
10817," Elmo Zereth",1,18,95000000,82000000,88500000,0
10817," Elmo Zereth",1,19,350000000,302000000,326000000,0
10817," Elmo Zereth",1,20,2120000000,1840000000,1980000000,0
10818," Armadura Zereth",1,0,121000,105000,113000,66
10818," Armadura Zereth",1,6,1600000,1380000,1490000,3
10818," Armadura Zereth",1,10,4710000,4070000,4390000,3
10818," Armadura Zereth",1,13,18000000,15600000,16800000,0
10818," Armadura Zereth",1,16,30100000,25900000,28000000,3
10818," Armadura Zereth",1,17,45100000,38900000,42000000,0
10818," Armadura Zereth",1,18,91000000,79000000,85000000,0
10818," Armadura Zereth",1,19,277000000,239000000,258000000,0
10818," Armadura Zereth",1,20,690000000,600000000,645000000,0
10819," Luvas Zereth",1,0,63500,55500,59500,7
10819," Luvas Zereth",1,6,1440000,1240000,1340000,7
10819," Luvas Zereth",1,10,4850000,4190000,4520000,17
10819," Luvas Zereth",1,13,14000000,12200000,13100000,0
10819," Luvas Zereth",1,16,40600000,35000000,37800000,0
10819," Luvas Zereth",1,17,62000000,54000000,58000000,0
10819," Luvas Zereth",1,18,104000000,90500000,97500000,0
10819," Luvas Zereth",1,19,333000000,287000000,310000000,0
10819," Luvas Zereth",1,20,730000000,630000000,680000000,0
10820," Sapatos Zereth",1,0,45600,39400,42500,8
10820," Sapatos Zereth",1,6,1460000,1260000,1360000,6
10820," Sapatos Zereth",1,10,3730000,3210000,3470000,16
10820," Sapatos Zereth",1,13,9750000,8450000,9100000,1
10820," Sapatos Zereth",1,16,33700000,29100000,31400000,0
10820," Sapatos Zereth",1,17,50000000,43200000,46700000,0
10820," Sapatos Zereth",1,18,88000000,76000000,82000000,0
10820," Sapatos Zereth",1,19,294000000,254000000,274000000,0
10820," Sapatos Zereth",1,20,575000000,495000000,535000000,0
10821," Elmo Talis",1,0,163000,141000,152000,96
10821," Elmo Talis",1,6,1620000,1400000,1510000,9
10821," Elmo Talis",1,10,4980000,4300000,4640000,2
10821," Elmo Talis",1,13,14500000,12500000,13500000,0
10821," Elmo Talis",1,16,35000000,30200000,32600000,1
10821," Elmo Talis",1,17,47700000,41100000,44400000,0
10821," Elmo Talis",1,18,84000000,73000000,78500000,0
10821," Elmo Talis",1,19,350000000,302000000,326000000,0
10821," Elmo Talis",1,20,1630000000,1410000000,1520000000,0
10822," Armadura Talis",1,0,52000,44900,48500,9
10822," Armadura Talis",1,6,1580000,1360000,1470000,0
10822," Armadura Talis",1,10,5200000,4480000,4840000,1
10822," Armadura Talis",1,13,15400000,13400000,14400000,1
10822," Armadura Talis",1,16,38300000,33100000,35700000,1
10822," Armadura Talis",1,17,62000000,54000000,58000000,0
10822," Armadura Talis",1,18,105000000,91000000,98000000,1
10822," Armadura Talis",1,19,283000000,245000000,264000000,0
10822," Armadura Talis",1,20,555000000,481000000,520000000,0
10823," Luvas Talis",1,0,39100,33700,36400,21
10823," Luvas Talis",1,6,1630000,1410000,1520000,10
10823," Luvas Talis",1,10,3160000,2720000,2940000,8
10823," Luvas Talis",1,13,9650000,8350000,9000000,7
10823," Luvas Talis",1,16,36500000,31500000,34000000,1
10823," Luvas Talis",1,17,44300000,38300000,41300000,0
10823," Luvas Talis",1,18,89500000,77500000,83500000,0
10823," Luvas Talis",1,19,268000000,232000000,250000000,0
10823," Luvas Talis",1,20,555000000,481000000,520000000,0
10824," Sapatos Talis",1,0,38200,33000,35600,16
10824," Sapatos Talis",1,6,1520000,1320000,1420000,9
10824," Sapatos Talis",1,10,3270000,2830000,3050000,0
10824," Sapatos Talis",1,13,10800000,9350000,10100000,5
10824," Sapatos Talis",1,16,30400000,26200000,28300000,2
10824," Sapatos Talis",1,17,50000000,43400000,46900000,0
10824," Sapatos Talis",1,18,91000000,79000000,85000000,0
10824," Sapatos Talis",1,19,259000000,223000000,241000000,0
10824," Sapatos Talis",1,20,555000000,481000000,520000000,0
10889," Elmo Dobart",1,0,35300,32600,35200,4
10890," Armadura Dobart",1,0,44100,39900,43100,0
10891," Luvas Dobart",1,0,22700,19700,21200,0
10892," Sapatos Dobart",1,0,25200,23400,25200,1
10933," Elmo Grunil",1,0,580000,535000,575000,682
10933," Elmo Grunil",1,6,1560000,1360000,1460000,11
10933," Elmo Grunil",1,10,5500000,4770000,5150000,9
10933," Elmo Grunil",1,13,22600000,19600000,21100000,5
10933," Elmo Grunil",1,16,56000000,48600000,52500000,43
10933," Elmo Grunil",1,17,67500000,58500000,63000000,21
10933," Elmo Grunil",1,18,160000000,138000000,149000000,35
10933," Elmo Grunil",1,19,620000000,540000000,580000000,0
10933," Elmo Grunil",1,20,4230000000,3650000000,3940000000,1
10934," Armadura Grunil",1,0,233000,201000,217000,72
10934," Armadura Grunil",1,6,1630000,1410000,1520000,16
10934," Armadura Grunil",1,10,5300000,4570000,4940000,30
10934," Armadura Grunil",1,13,19100000,16500000,17800000,10
10934," Armadura Grunil",1,16,46400000,40000000,43200000,11
10934," Armadura Grunil",1,17,74000000,64000000,69000000,8
10934," Armadura Grunil",1,18,106000000,92000000,99000000,0
10934," Armadura Grunil",1,19,435000000,375000000,405000000,0
10934," Armadura Grunil",1,20,975000000,845000000,910000000,0
10935," Luvas Grunil",1,0,262000,226000,244000,87
10935," Luvas Grunil",1,6,1830000,1590000,1710000,10
10935," Luvas Grunil",1,10,8900000,7700000,8300000,18
10935," Luvas Grunil",1,13,19800000,17200000,18500000,13
10935," Luvas Grunil",1,16,38400000,33200000,35800000,2
10935," Luvas Grunil",1,17,44900000,38700000,41800000,5
10935," Luvas Grunil",1,18,118000000,102000000,110000000,2
10935," Luvas Grunil",1,19,445000000,383000000,414000000,0
10935," Luvas Grunil",1,20,1350000000,1170000000,1260000000,0
10936," Sapatos Grunil",1,0,168000,146000,157000,121
10936," Sapatos Grunil",1,6,1360000,1180000,1270000,3
10936," Sapatos Grunil",1,10,4460000,3840000,4150000,23
10936," Sapatos Grunil",1,13,14400000,12400000,13400000,12
10936," Sapatos Grunil",1,16,42500000,36700000,39600000,7
10936," Sapatos Grunil",1,17,56000000,48600000,52500000,7
10936," Sapatos Grunil",1,18,104000000,90000000,97000000,1
10936," Sapatos Grunil",1,19,440000000,380000000,410000000,0
10936," Sapatos Grunil",1,20,1330000000,1150000000,1240000000,0
10937," Elmo Lokava",1,0,600000,520000,560000,167
10937," Elmo Lokava",1,6,1530000,1330000,1430000,7
10937," Elmo Lokava",1,10,2840000,2460000,2650000,2
10937," Elmo Lokava",1,13,11800000,10200000,11000000,9
10937," Elmo Lokava",1,16,49000000,42200000,45600000,1
10937," Elmo Lokava",1,17,52500000,45500000,49100000,1
10937," Elmo Lokava",1,18,130000000,112000000,121000000,0
10937," Elmo Lokava",1,19,580000000,500000000,540000000,1
10937," Elmo Lokava",1,20,4630000000,3990000000,4310000000,1
10938," Armadura Lokava",1,0,89000,77000,83000,2
10938," Armadura Lokava",1,6,1520000,1320000,1420000,7
10938," Armadura Lokava",1,10,2650000,2290000,2470000,20
10938," Armadura Lokava",1,13,10600000,9200000,9900000,1
10938," Armadura Lokava",1,16,31900000,27500000,29700000,0
10938," Armadura Lokava",1,17,83000000,72000000,77500000,7
10938," Armadura Lokava",1,18,91000000,79000000,85000000,1
10938," Armadura Lokava",1,19,283000000,245000000,264000000,0
10938," Armadura Lokava",1,20,655000000,565000000,610000000,0
10939," Luvas Lokava",1,0,109000,94500,102000,287
10939," Luvas Lokava",1,6,1400000,1220000,1310000,6
10939," Luvas Lokava",1,10,2970000,2570000,2770000,14
10939," Luvas Lokava",1,13,6950000,6050000,6500000,21
10939," Luvas Lokava",1,16,43300000,37300000,40300000,1
10939," Luvas Lokava",1,17,57500000,49500000,53500000,0
10939," Luvas Lokava",1,18,125000000,109000000,117000000,2
10939," Luvas Lokava",1,19,392000000,338000000,365000000,1
10939," Luvas Lokava",1,20,1690000000,1470000000,1580000000,0
10940," Sapatos Lokava",1,0,119000,103000,111000,64
10940," Sapatos Lokava",1,6,1630000,1410000,1520000,38
10940," Sapatos Lokava",1,10,2980000,2580000,2780000,12
10940," Sapatos Lokava",1,13,5600000,4860000,5250000,1
10940," Sapatos Lokava",1,16,42300000,36500000,39400000,0
10940," Sapatos Lokava",1,17,52000000,45200000,48800000,1
10940," Sapatos Lokava",1,18,124000000,108000000,116000000,1
10940," Sapatos Lokava",1,19,235000000,203000000,219000000,0
10940," Sapatos Lokava",1,20,500000000,433000000,468000000,0
11001," Elmo Energia de Hércules",1,0,500000,463000,500000,0
11001," Elmo Energia de Hércules",1,6,3020000,2780000,3000000,0
11001," Elmo Energia de Hércules",1,10,10100000,9150000,9850000,0
11001," Elmo Energia de Hércules",1,13,22400000,20200000,21800000,0
11001," Elmo Energia de Hércules",1,16,55000000,50500000,54500000,0
11001," Elmo Energia de Hércules",1,17,66500000,57500000,62000000,2
11001," Elmo Energia de Hércules",1,18,170000000,148000000,159000000,0
11001," Elmo Energia de Hércules",1,19,530000000,486000000,525000000,1
11001," Elmo Energia de Hércules",1,20,2890000000,2680000000,2890000000,0
11002," Armadura Energia de Hércules",1,0,63000,57500,59000,28
11002," Armadura Energia de Hércules",1,6,1660000,1440000,1550000,7
11002," Armadura Energia de Hércules",1,10,5050000,4370000,4720000,14
11002," Armadura Energia de Hércules",1,13,17900000,15500000,16700000,2
11002," Armadura Energia de Hércules",1,16,44800000,38600000,41700000,1
11002," Armadura Energia de Hércules",1,17,51000000,44100000,47600000,0
11002," Armadura Energia de Hércules",1,18,107000000,92500000,100000000,1
11002," Armadura Energia de Hércules",1,19,335000000,289000000,312000000,0
11002," Armadura Energia de Hércules",1,20,630000000,550000000,590000000,0
11003," Luvas Energia de Hércules",1,0,150000,130000,140000,18
11003," Luvas Energia de Hércules",1,6,1560000,1360000,1460000,9
11003," Luvas Energia de Hércules",1,10,4750000,4090000,4420000,5
11003," Luvas Energia de Hércules",1,13,18000000,15600000,16800000,6
11003," Luvas Energia de Hércules",1,16,46400000,40000000,43200000,0
11003," Luvas Energia de Hércules",1,17,66000000,57000000,61500000,1
11003," Luvas Energia de Hércules",1,18,121000000,105000000,113000000,0
11003," Luvas Energia de Hércules",1,19,339000000,293000000,316000000,0
11003," Luvas Energia de Hércules",1,20,645000000,555000000,600000000,0
11004," Sapatos Energia de Hércules",1,0,101000,87000,94000,24
11004," Sapatos Energia de Hércules",1,6,1580000,1360000,1470000,14
11004," Sapatos Energia de Hércules",1,10,4570000,3950000,4260000,8
11004," Sapatos Energia de Hércules",1,13,13900000,12100000,13000000,0
11004," Sapatos Energia de Hércules",1,16,35000000,30200000,32600000,0
11004," Sapatos Energia de Hércules",1,17,36800000,31800000,34300000,0
11004," Sapatos Energia de Hércules",1,18,90000000,78000000,84000000,0
11004," Sapatos Energia de Hércules",1,19,443000000,383000000,413000000,0
11004," Sapatos Energia de Hércules",1,20,585000000,505000000,545000000,0
11005," Elmo de Vida de Heve",1,0,1180000,1100000,1180000,0
11005," Elmo de Vida de Heve",1,6,1590000,1370000,1480000,4
11005," Elmo de Vida de Heve",1,10,7650000,6650000,7150000,0
11005," Elmo de Vida de Heve",1,13,44100000,40600000,43800000,1
11005," Elmo de Vida de Heve",1,16,77500000,67500000,72500000,0
11005," Elmo de Vida de Heve",1,17,105000000,91500000,98500000,0
11005," Elmo de Vida de Heve",1,18,264000000,228000000,246000000,6
11005," Elmo de Vida de Heve",1,19,905000000,785000000,845000000,2
11005," Elmo de Vida de Heve",1,20,5050000000,4390000000,4740000000,3
11006," Armadura de Vida de Heve",1,0,218000,188000,203000,39
11006," Armadura de Vida de Heve",1,6,1920000,1660000,1790000,5
11006," Armadura de Vida de Heve",1,10,10100000,9350000,10100000,4
11006," Armadura de Vida de Heve",1,13,22400000,20400000,22000000,1
11006," Armadura de Vida de Heve",1,16,35600000,30800000,33200000,0
11006," Armadura de Vida de Heve",1,17,91000000,80000000,86000000,0
11006," Armadura de Vida de Heve",1,18,120000000,104000000,112000000,2
11006," Armadura de Vida de Heve",1,19,282000000,244000000,263000000,0
11006," Armadura de Vida de Heve",1,20,875000000,755000000,815000000,0
11007," Luvas de Vida de Heve",1,0,232000,200000,216000,53
11007," Luvas de Vida de Heve",1,6,1580000,1360000,1470000,13
11007," Luvas de Vida de Heve",1,10,4300000,3700000,4000000,13
11007," Luvas de Vida de Heve",1,13,19100000,16500000,17800000,4
11007," Luvas de Vida de Heve",1,16,41900000,36100000,39000000,3
11007," Luvas de Vida de Heve",1,17,54000000,46800000,50500000,0
11007," Luvas de Vida de Heve",1,18,106000000,92000000,99000000,0
11007," Luvas de Vida de Heve",1,19,433000000,373000000,403000000,0
11007," Luvas de Vida de Heve",1,20,2410000000,2090000000,2250000000,0
11008," Sapatos de Vida de Heve",1,0,42300,36500,39400,150
11008," Sapatos de Vida de Heve",1,6,1560000,1360000,1460000,50
11008," Sapatos de Vida de Heve",1,10,2850000,2470000,2660000,5
11008," Sapatos de Vida de Heve",1,13,6750000,5850000,6300000,6
11008," Sapatos de Vida de Heve",1,16,35200000,30400000,32800000,0
11008," Sapatos de Vida de Heve",1,17,58500000,50500000,54500000,2
